# type_map_central.csv -- source cluster/annotation -> MaleCNS v1.0 type, for the two central-brain single-cell atlases.
# sources: davie2018 = Davie et al. 2018 Cell 174:982 (GEO GSE107451, 57k-cell 10x metadata `annotation`; Table S2 = mmc2.xlsx);
#          fca2022 = Li et al. 2022 Science 375:eabk2432, Fly Cell Atlas head 10x stringent loom col_attrs/annotation (FBbt terms).
# tier: exact = source label (or its type token) is a MaleCNS type name; alias = documented synonym of one type; fuzzy = the label names a
#       family that MaleCNS splits into several types, selected by the name rule in `rule` (re:regex | list:A|B); class = the label is a cell
#       class, MaleCNS side selected by class/subclass/nt columns or a curated list (`rule`); unmatched = no evidenced correspondence.
# One row per (source_name, malecns_type). n_cells_malecns = MaleCNS cells of that type; n_cells_source = cells/nuclei in the source cluster.
# Sex: davie2018 is mixed-sex (male 27,854 / female 29,048), fca2022 head is mixed (male 47,409 / female 49,105 / mix 4,013); MaleCNS is male.
# Built by scratchpad/build_central_map.py (session 10 NT integration workflow, source key central).
source,source_name,malecns_type,tier,evidence,n_cells_malecns,n_cells_source,rule
davie2018,Serotonergic,CL360,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,CL365,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",4,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,CRZ01,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,CRZ02,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,CSD,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,DNg26,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",4,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,DNg30,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,DNp29,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,DNp32,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,DNpe048,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,DSKMP3,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",4,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,ENS4,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",5,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,ENS5,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",6,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,ExR3,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,FB4Y,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",4,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,FLA006m,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",6,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,GNG002,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",1,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,GNG056,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,GNG067,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,GNG101,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,GNG137,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,GNG190,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,GNG540,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,GNG550,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,GNG572,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",3,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,GNG642,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,GNG644,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,GNG655,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,IB118,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,LHPV6q1,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,MNx05,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,NPFL1-I,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,OA-ASM3,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,PFGs,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",18,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,PFR_a,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",28,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,PLP259,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,PPL203,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,PRW006,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",19,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,PRW044,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",8,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,PRW068,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SIP087,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SLP304,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",4,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SLP373,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SLP374,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SLP403,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",4,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SLP438,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",4,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SLP444,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",4,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SLP457,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",4,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SMP039,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",4,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SMP142,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SMP145,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SMP384,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SMP385,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SMP503,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SMP588,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",4,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SMP732,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",2,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SMP735,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",3,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SMP737,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",6,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
davie2018,Serotonergic,SMP738,class,"Table S2 res2 cluster 38 'Serotonergic' (Couch 2004); SerT 1.26, Trh 1.80; MaleCNS side = consensus nt serotonin, non-VNC (NT-defined class, not a type match)",9,391,"query:nt == 'serotonin' and superclass in ['cb_intrinsic','cb_sensory','cb_endocrine','cb_motor','visual_centrifugal','visual_projection','ol_intrinsic','descending_neuron']"
